Sources	RAMP	0	0	1	0	0	0	40	40
Sources	RAND_m	0	0	1	0	0	1	60	40
Sources	READAU_f	0	0	1	0	0	1	100	40
Sources	READC_f	0	0	1	0	0	1	80	40
Sources	RFILE_f	0	0	1	0	0	1	60	40
Sources	SampleCLK	0	0	0	0	1	0	40	40
Sources	SAWTOOTH_f	0	0	1	0	0	1	60	40
Sources	Sigbuilder	0	0	1	0	1	0	60	40
Sources	STEP_FUNCTION	0	0	1	0	0	0	40	40
Sources	TIME_f	0	0	1	0	0	0	40	40
Sources	TKSCALE	0	0	1	0	0	1	60	40
Thermo-Hydraulics	Bache	0	2	1	2	0	0	40	40
Thermo-Hydraulics	Flowmeter	0	1	1	1	0	0	40	40
Thermo-Hydraulics	PerteDP	0	1	0	1	0	0	40	20
Thermo-Hydraulics	PuitsP	0	1	0	0	0	0	50	40
Thermo-Hydraulics	SourceP	0	0	0	1	0	0	50	40
Thermo-Hydraulics	VanneReglante	1	1	0	1	0	0	40	40
Demonstration Blocks	BOUNCE	0	0	2	0	0	0	60	40
Demonstration Blocks	BOUNCEXY	2	0	0	0	0	1	40	40
Demonstration Blocks	BPLATFORM	2	0	0	0	0	1	40	40
User-Defined Functions	c_block	1	0	1	0	0	0	60	40
User-Defined Functions	CBLOCK	1	0	1	0	0	0	80	40
User-Defined Functions	CBLOCK4	1	0	1	0	0	0	80	40
User-Defined Functions	DEBUG	0	0	0	0	0	0	160	40
User-Defined Functions	EXPRESSION	2	0	1	0	0	0	100	40
User-Defined Functions	fortran_block	1	0	1	0	0	0	80	40
User-Defined Functions	generic_block3	1	0	1	0	0	0	80	40
User-Defined Functions	MBLOCK	0	1	1	1	0	0	60	40
User-Defined Functions	scifunc_block_m	1	0	1	0	0	0	80	40
Port & Subsystem	SUPER_f	1	0	1	0	0	0	40	40
