469	Device	R_Pack07_Split	RN
470	Device	R_Pack08	RN
471	Device	R_Pack08_Split	RN
472	Device	R_Pack09	RN
473	Device	R_Pack09_Split	RN
474	Device	R_Pack10	RN
475	Device	R_Pack10_Split	RN
476	Device	R_Pack11	RN
477	Device	R_Pack11_Split	RN
478	Device	R_Shunt	R
479	Device	R_Shunt_US	R
480	Device	R_Small	R
481	Device	R_Small_US	R
482	Device	R_US	R
483	Device	R_Variable	R
484	Device	R_Variable_US	R
485	Device	Resonator	Y
486	Device	Resonator_Small	Y
487	Device	Rotary_Encoder	SW
488	Device	Rotary_Encoder_Switch	SW
489	Device	SPARK_GAP	E
490	Device	Solar_Cell	SC
491	Device	Solar_Cells	SC
492	Device	Speaker	LS
493	Device	Speaker_Crystal	LS
494	Device	Thermistor	TH
495	Device	Thermistor_NTC	TH
496	Device	Thermistor_NTC_3wire	TH
497	Device	Thermistor_NTC_4wire	TH
498	Device	Thermistor_NTC_US	TH
499	Device	Thermistor_PTC	TH
500	Device	Thermistor_PTC_3wire	TH
501	Device	Thermistor_PTC_4wire	TH
502	Device	Thermistor_PTC_US	TH
503	Device	Thermistor_US	TH
504	Device	Thermocouple	TC
505	Device	Thermocouple_ALT	TC
506	Device	Thermocouple_Block	TC
507	Device	Transformer_1P_1S	T
508	Device	Transformer_1P_1S_SO8	T
509	Device	Transformer_1P_2S	T
510	Device	Transformer_1P_SS	T
511	Device	Transformer_AUDIO	T
512	Device	Transformer_SP_1S	T
513	Device	Transformer_SP_2S	T
514	Device	Varistor	RV
515	Device	Varistor_US	RV
516	Device	Voltage_Divider	RN
517	Device	Voltage_Divider_CenterPin1	RN
518	Device	Voltage_Divider_CenterPin3	RN
519	Device	Voltmeter_AC	MES
520	Device	Voltmeter_DC	MES
521	Diode	1.5KExxA	D
522	Diode	1.5KExxCA	D
523	Diode	1N4001	D
524	Diode	1N4148	D
525	Diode	1N4148WS	D
526	Diode	1N4148WT	D
527	Diode	1N53xxB	D
528	Diode	1N5400	D
529	Diode	1N5711UR	D
530	Diode	1N5820	D
531	Diode	1N6263	D
532	Diode	2BZX84Cxx	D
533	Diode	5KPxxA	D
534	Diode	5KPxxCA	D
535	Diode	B120-E3	D
536	Diode	B220	D
537	Diode	B320	D
538	Diode	BAR42FILM	D
539	Diode	BAS16TW	D
540	Diode	BAS16W	D
541	Diode	BAS40-04	D
542	Diode	BAT48JFILM	D
543	Diode	BAT48ZFILM	D
544	Diode	BAT54A	D
545	Diode	BAT54ADW	D
546	Diode	BAT54AW	D
547	Diode	BAT54C	D
548	Diode	BAT54CW	D
549	Diode	BAT54J	D
550	Diode	BAT54S	D
551	Diode	BAT54SW	D
552	Diode	BAT54W	D
553	Diode	BAV70	D
554	Diode	BAV70M	D
555	Diode	BAV70S	D
556	Diode	BAV70T	D
557	Diode	BAV70W	D
558	Diode	BAV756S	D
559	Diode	BAV99	D
560	Diode	BAV99S	D
561	Diode	BYV79-100	D
562	Diode	BZD27Cxx	D
563	Diode	BZM55Bxx	D
564	Diode	BZT52Bxx	D
565	Diode	BZX384-xxx	D
566	Diode	BZX84Cxx	D
567	Diode	C3D02060F	D
568	Diode	C3D06060G	D
569	Diode	C3D16060D	D
570	Diode	C3D1P7060Q	D
571	Diode	C4D10120H	D
572	Diode	CD4148W	D
573	Diode	CSD01060E	D
574	Diode	DB3	D
575	Diode	ESD9B5.0ST5G	D
576	Diode	IDDD04G65C6	D
577	Diode	LL41	D
578	Diode	LL4148	D
579	Diode	MBR735	D
580	Diode	MCL4148	D
581	Diode	MM3Zxx	D
582	Diode	MM5Zxx	D
583	Diode	MMBZxx	D
584	Diode	MMSD914	D
585	Diode	MRA4003T3G	D
586	Diode	PMEG2005EH	D
587	Diode	PMEG2005EJ	D
588	Diode	PMEG2010AET	D
589	Diode	PMEG4050EP	D
590	Diode	Rohm_UMN1N	D
591	Diode	Rohm_UMP11N	D
592	Diode	S2JTR	D
593	Diode	SB120	D
594	Diode	SD05_SOD323	D
595	Diode	SD103ATW	D
596	Diode	SM4001	D
597	Diode	SM712_SOT23	D
598	Diode	STTH212S	D
599	Diode	VS-6ESU06	D
600	Diode	Z1SMAxxx	D
601	Diode	Z2SMBxxx	D
602	Diode	Z3SMCxxx	D
603	Diode	ZMDxx	D
604	Diode	ZMYxx	D
605	Diode	ZPDxx	D
606	Diode	ZPYxx	D
607	LED	APA-106-F5	D
608	LED	APA102	D
609	LED	APA102-2020	D
610	LED	APFA3010	D
611	LED	ASMB-MTB0-0A3A2	D
612	LED	ASMB-MTB1-0A3A2	D
613	LED	ASMT-YTC2-0AA02	D
614	LED	CLS6B-FKW	D
615	LED	CLV1L-FKB	D
616	LED	HDSP-4830	BAR
617	LED	HDSP-4830_2	BAR
618	LED	HDSP-4832	BAR
619	LED	HDSP-4832_2	BAR
620	LED	HDSP-4836	BAR
621	LED	HDSP-4836_2	BAR
622	LED	HDSP-4840	BAR
623	LED	HDSP-4840_2	BAR
624	LED	HDSP-4850	BAR
625	LED	HDSP-4850_2	BAR
626	LED	HLCP-J100	BAR
627	LED	HLCP-J100_2	BAR
628	LED	IR26-21C_L110_TR8	D
629	LED	IRL81A	D
630	LED	Inolux_IN-PI554FCH	D
631	LED	Inolux_IN-PI556FCH	D
632	LED	LD271	D
633	LED	LED_Cree_XHP50_12V	D
634	LED	LED_Cree_XHP50_6V	D
635	LED	LED_Cree_XHP70_12V	D
636	LED	LED_Cree_XHP70_6V	D
637	LED	NeoPixel_THT	D
638	LED	QLS6A-FKW	D
639	LED	SFH4356P	D
640	LED	SFH460	D
641	LED	SFH482	D
642	LED	SK6805	D
643	LED	SK6812	D
644	LED	SK6812MINI	D
645	LED	SMLVN6RGB	D
646	LED	WS2812B	D
647	LED	WS2812S	D
648	LED	WS2813	D
649	LED	WS2822S	D
650	Motor	Fan	M
651	Motor	Fan_ALT	M
652	Motor	Fan_IEC60617	M
653	Motor	Fan_Tacho	M
654	Motor	Fan_Tacho_PWM	M
