1394	Device	L_Coupled_Small_1342	3	3	3	L	1	1	P
1395	Device	L_Coupled_Small_1342	4	4	4	R	1	1	P
1396	Device	L_Coupled_Small_1423	1	1	1	R	1	1	P
1397	Device	L_Coupled_Small_1423	2	2	2	R	1	1	P
1398	Device	L_Coupled_Small_1423	3	3	3	L	1	1	P
1399	Device	L_Coupled_Small_1423	4	4	4	L	1	1	P
1400	Device	L_Small	1	~	1	D	1	1	P
1401	Device	L_Small	2	~	2	U	1	1	P
1402	Device	Lamp	1	-	1	U	1	1	P
1403	Device	Lamp	2	+	2	D	1	1	P
1404	Device	Lamp_Flash	1	~	1	U	1	1	P
1405	Device	Lamp_Flash	2	~	2	L	1	1	P
1406	Device	Lamp_Flash	3	~	3	D	1	1	P
1407	Device	Lamp_Neon	1	~	1	U	1	1	P
1408	Device	Lamp_Neon	2	~	2	D	1	1	P
1409	Device	Laserdiode_1A3C	1	A	1	L	1	1	P
1410	Device	Laserdiode_1A3C	3	K	3	R	1	1	P
1411	Device	Laserdiode_1C2A	1	K	1	R	1	1	P
1412	Device	Laserdiode_1C2A	2	A	2	L	1	1	P
1413	Device	Laserdiode_M_TYPE	1	~	1	L	1	1	P
1414	Device	Laserdiode_M_TYPE	2	~	2	R	1	1	P
1415	Device	Laserdiode_M_TYPE	3	~	3	L	1	1	P
1416	Device	Laserdiode_N_TYPE	1	~	1	L	1	1	P
1417	Device	Laserdiode_N_TYPE	2	~	2	R	1	1	P
1418	Device	Laserdiode_N_TYPE	3	~	3	L	1	1	P
1419	Device	Laserdiode_P_TYPE	1	~	1	L	1	1	P
1420	Device	Laserdiode_P_TYPE	2	~	2	R	1	1	P
1421	Device	Laserdiode_P_TYPE	3	~	3	L	1	1	P
1422	Device	MEMRISTOR	1	~	1	D	1	1	P
1423	Device	MEMRISTOR	2	~	2	U	1	1	P
1424	Device	Microphone	1	-	1	U	1	1	P
1425	Device	Microphone	2	+	2	D	1	1	P
1426	Device	Microphone_Condenser	1	-	1	U	1	1	P
1427	Device	Microphone_Condenser	2	+	2	D	1	1	P
1428	Device	Microphone_Crystal	1	-	1	U	1	1	P
1429	Device	Microphone_Crystal	2	+	2	D	1	1	P
1430	Device	Net-Tie_2	1	1	1	R	1	1	P
1431	Device	Net-Tie_2	2	2	2	L	1	1	P
1432	Device	Net-Tie_3	1	1	1	R	1	1	P
1433	Device	Net-Tie_3	2	2	2	L	1	1	P
1434	Device	Net-Tie_3	3	3	3	R	1	1	P
1435	Device	Net-Tie_3_Tee	1	1	1	R	1	1	P
1436	Device	Net-Tie_3_Tee	2	2	2	L	1	1	P
1437	Device	Net-Tie_3_Tee	3	3	3	U	1	1	P
1438	Device	Net-Tie_4	1	1	1	R	1	1	P
1439	Device	Net-Tie_4	2	2	2	L	1	1	P
1440	Device	Net-Tie_4	3	3	3	R	1	1	P
1441	Device	Net-Tie_4	4	4	4	L	1	1	P
1442	Device	Net-Tie_4_Cross	1	1	1	R	1	1	P
1443	Device	Net-Tie_4_Cross	2	2	2	L	1	1	P
1444	Device	Net-Tie_4_Cross	3	3	3	D	1	1	P
1445	Device	Net-Tie_4_Cross	4	4	4	U	1	1	P
1446	Device	Ohmmeter	1	-	1	U	1	1	P
1447	Device	Ohmmeter	2	+	2	D	1	1	P
1448	Device	Opamp_Dual_Generic	1	~	1	L	1	1	O
1449	Device	Opamp_Dual_Generic	2	-	2	R	1	1	I
1450	Device	Opamp_Dual_Generic	3	+	3	R	1	1	I
1451	Device	Opamp_Dual_Generic	4	V-	4	U	3	1	W
1452	Device	Opamp_Dual_Generic	5	+	5	R	2	1	I
1453	Device	Opamp_Dual_Generic	6	-	6	R	2	1	I
1454	Device	Opamp_Dual_Generic	7	~	7	L	2	1	O
1455	Device	Opamp_Dual_Generic	8	V+	8	D	3	1	W
1456	Device	Opamp_Quad_Generic	1	~	1	L	1	1	O
1457	Device	Opamp_Quad_Generic	2	-	2	R	1	1	I
1458	Device	Opamp_Quad_Generic	3	+	3	R	1	1	I
1459	Device	Opamp_Quad_Generic	4	V+	4	D	5	1	W
1460	Device	Opamp_Quad_Generic	5	+	5	R	2	1	I
1461	Device	Opamp_Quad_Generic	6	-	6	R	2	1	I
1462	Device	Opamp_Quad_Generic	7	~	7	L	2	1	O
1463	Device	Opamp_Quad_Generic	8	~	8	L	3	1	O
1464	Device	Opamp_Quad_Generic	9	-	9	R	3	1	I
1465	Device	Opamp_Quad_Generic	10	+	10	R	3	1	I
1466	Device	Opamp_Quad_Generic	11	V-	11	U	5	1	W
1467	Device	Opamp_Quad_Generic	12	+	12	R	4	1	I
1468	Device	Opamp_Quad_Generic	13	-	13	R	4	1	I
1469	Device	Opamp_Quad_Generic	14	~	14	L	4	1	O
1470	Device	Oscilloscope	1	-	1	U	1	1	P
1471	Device	Oscilloscope	2	+	2	D	1	1	P
1472	Device	Peltier_Element	1	~	1	R	1	1	P
1473	Device	Peltier_Element	2	~	2	L	1	1	P
1474	Device	Polyfuse	1	~	1	D	1	1	P
1475	Device	Polyfuse	2	~	2	U	1	1	P
1476	Device	Polyfuse_Small	1	~	1	D	1	1	P
1477	Device	Polyfuse_Small	2	~	2	U	1	1	P
1478	Device	Q_DUAL_NMOS_G1S2G2D2S1D1	1	G	1	R	1	1	I
1479	Device	Q_DUAL_NMOS_G1S2G2D2S1D1	2	S	2	U	2	1	P
1480	Device	Q_DUAL_NMOS_G1S2G2D2S1D1	3	G	3	R	2	1	I
1481	Device	Q_DUAL_NMOS_G1S2G2D2S1D1	4	D	4	D	2	1	P
1482	Device	Q_DUAL_NMOS_G1S2G2D2S1D1	5	S	5	U	1	1	P
1483	Device	Q_DUAL_NMOS_G1S2G2D2S1D1	6	D	6	D	1	1	P
1484	Device	Q_DUAL_NMOS_S1G1D2S2G2D1	1	S	1	U	1	1	P
1485	Device	Q_DUAL_NMOS_S1G1D2S2G2D1	2	G	2	R	1	1	I
1486	Device	Q_DUAL_NMOS_S1G1D2S2G2D1	3	D	3	D	2	1	P
1487	Device	Q_DUAL_NMOS_S1G1D2S2G2D1	4	S	4	U	2	1	P
1488	Device	Q_DUAL_NMOS_S1G1D2S2G2D1	5	G	5	R	2	1	I
1489	Device	Q_DUAL_NMOS_S1G1D2S2G2D1	6	D	6	D	1	1	P
1490	Device	Q_DUAL_NPN_C2C1E1E2	1	C2	1	D	1	1	P
1491	Device	Q_DUAL_NPN_C2C1E1E2	2	C1	2	D	1	1	P
1492	Device	Q_DUAL_NPN_C2C1E1E2	3	E1	3	U	1	1	P
1493	Device	Q_DUAL_NPN_C2C1E1E2	4	E2	4	U	1	1	P
1494	Device	Q_DUAL_NPN_NPN_BRT_E1B1C2E2B2C1	1	E1	1	U	2	1	P
1495	Device	Q_DUAL_NPN_NPN_BRT_E1B1C2E2B2C1	2	B1	2	R	2	1	I
1496	Device	Q_DUAL_NPN_NPN_BRT_E1B1C2E2B2C1	3	C1	3	D	1	1	P
1497	Device	Q_DUAL_NPN_NPN_BRT_E1B1C2E2B2C1	4	E1	4	U	1	1	P
1498	Device	Q_DUAL_NPN_NPN_BRT_E1B1C2E2B2C1	5	B1	5	R	1	1	I
1499	Device	Q_DUAL_NPN_NPN_BRT_E1B1C2E2B2C1	6	C1	6	D	2	1	P
1500	Device	Q_DUAL_NPN_NPN_C2E2C1E1B1B2	1	C2	1	D	2	1	P
1501	Device	Q_DUAL_NPN_NPN_C2E2C1E1B1B2	2	E2	2	U	2	1	P
1502	Device	Q_DUAL_NPN_NPN_C2E2C1E1B1B2	3	C1	3	D	1	1	P
1503	Device	Q_DUAL_NPN_NPN_C2E2C1E1B1B2	4	E1	4	U	1	1	P
1504	Device	Q_DUAL_NPN_NPN_C2E2C1E1B1B2	5	B1	5	R	1	1	I
1505	Device	Q_DUAL_NPN_NPN_C2E2C1E1B1B2	6	B2	6	R	2	1	I
1506	Device	Q_DUAL_NPN_NPN_E1B1C2E2B2C1	1	E1	1	U	1	1	P
1507	Device	Q_DUAL_NPN_NPN_E1B1C2E2B2C1	2	B1	2	R	1	1	I
1508	Device	Q_DUAL_NPN_NPN_E1B1C2E2B2C1	3	C2	3	D	2	1	P
1509	Device	Q_DUAL_NPN_NPN_E1B1C2E2B2C1	4	E2	4	U	2	1	P
1510	Device	Q_DUAL_NPN_NPN_E1B1C2E2B2C1	5	B2	5	R	2	1	I
1511	Device	Q_DUAL_NPN_NPN_E1B1C2E2B2C1	6	C1	6	D	1	1	P
1512	Device	Q_DUAL_NPN_PNP_BRT_E1B1C2E2B2C1	1	E1	1	U	1	1	P
1513	Device	Q_DUAL_NPN_PNP_BRT_E1B1C2E2B2C1	2	B1	2	R	1	1	I
1514	Device	Q_DUAL_NPN_PNP_BRT_E1B1C2E2B2C1	3	C1	3	D	2	1	P
1515	Device	Q_DUAL_NPN_PNP_BRT_E1B1C2E2B2C1	4	E1	4	U	2	1	P
1516	Device	Q_DUAL_NPN_PNP_BRT_E1B1C2E2B2C1	5	B1	5	R	2	1	I
1517	Device	Q_DUAL_NPN_PNP_BRT_E1B1C2E2B2C1	6	C1	6	D	1	1	P
1518	Device	Q_DUAL_NPN_PNP_E1B1C2E2B2C1	1	E1	1	U	1	1	P
1519	Device	Q_DUAL_NPN_PNP_E1B1C2E2B2C1	2	B1	2	R	1	1	I
1520	Device	Q_DUAL_NPN_PNP_E1B1C2E2B2C1	3	C2	3	D	2	1	P
1521	Device	Q_DUAL_NPN_PNP_E1B1C2E2B2C1	4	E2	4	U	2	1	P
1522	Device	Q_DUAL_NPN_PNP_E1B1C2E2B2C1	5	B2	5	R	2	1	I
1523	Device	Q_DUAL_NPN_PNP_E1B1C2E2B2C1	6	C1	6	D	1	1	P
1524	Device	Q_DUAL_PMOS_G1S2G2D2S1D1	1	G	1	R	1	1	I
1525	Device	Q_DUAL_PMOS_G1S2G2D2S1D1	2	S	2	U	2	1	P
1526	Device	Q_DUAL_PMOS_G1S2G2D2S1D1	3	G	3	R	2	1	I
1527	Device	Q_DUAL_PMOS_G1S2G2D2S1D1	4	D	4	D	2	1	P
1528	Device	Q_DUAL_PMOS_G1S2G2D2S1D1	5	S	5	U	1	1	P
1529	Device	Q_DUAL_PMOS_G1S2G2D2S1D1	6	D	6	D	1	1	P
1530	Device	Q_DUAL_PMOS_S1G1D2S2G2D1	1	S	1	U	1	1	P
1531	Device	Q_DUAL_PMOS_S1G1D2S2G2D1	2	G	2	R	1	1	I
1532	Device	Q_DUAL_PMOS_S1G1D2S2G2D1	3	D	3	D	2	1	P
1533	Device	Q_DUAL_PMOS_S1G1D2S2G2D1	4	S	4	U	2	1	P
1534	Device	Q_DUAL_PMOS_S1G1D2S2G2D1	5	G	5	R	2	1	I
1535	Device	Q_DUAL_PMOS_S1G1D2S2G2D1	6	D	6	D	1	1	P
1536	Device	Q_DUAL_PMOS_S1G1S2G2D2D2D1D1	1	S	1	U	1	1	P
1537	Device	Q_DUAL_PMOS_S1G1S2G2D2D2D1D1	2	G	2	R	1	1	I
1538	Device	Q_DUAL_PMOS_S1G1S2G2D2D2D1D1	3	S	3	U	2	1	P
1539	Device	Q_DUAL_PMOS_S1G1S2G2D2D2D1D1	4	G	4	R	2	1	I
1540	Device	Q_DUAL_PMOS_S1G1S2G2D2D2D1D1	5	D	5	D	2	1	P
1541	Device	Q_DUAL_PMOS_S1G1S2G2D2D2D1D1	6	G	6	D	2	1	P
1542	Device	Q_DUAL_PMOS_S1G1S2G2D2D2D1D1	7	D	7	D	1	1	P
1543	Device	Q_DUAL_PMOS_S1G1S2G2D2D2D1D1	8	G	8	D	1	1	P
1544	Device	Q_DUAL_PNP_C2C1E1E2	1	C2	1	U	1	1	P
1545	Device	Q_DUAL_PNP_C2C1E1E2	2	C1	2	U	1	1	P
1546	Device	Q_DUAL_PNP_C2C1E1E2	3	E1	3	D	1	1	P
1547	Device	Q_DUAL_PNP_C2C1E1E2	4	E2	4	D	1	1	P
1548	Device	Q_DUAL_PNP_NPN_BRT_E1B1C2E2B2C1	1	E1	1	U	1	1	P
1549	Device	Q_DUAL_PNP_NPN_BRT_E1B1C2E2B2C1	2	B1	2	R	1	1	I
1550	Device	Q_DUAL_PNP_NPN_BRT_E1B1C2E2B2C1	3	C1	3	D	2	1	P
1551	Device	Q_DUAL_PNP_NPN_BRT_E1B1C2E2B2C1	4	E1	4	U	2	1	P
1552	Device	Q_DUAL_PNP_NPN_BRT_E1B1C2E2B2C1	5	B1	5	R	2	1	I
1553	Device	Q_DUAL_PNP_NPN_BRT_E1B1C2E2B2C1	6	C1	6	D	1	1	P
1554	Device	Q_DUAL_PNP_PNP_BRT_E1B1C2E2B2C1	1	E1	1	U	1	1	P
1555	Device	Q_DUAL_PNP_PNP_BRT_E1B1C2E2B2C1	2	B1	2	R	1	1	I
1556	Device	Q_DUAL_PNP_PNP_BRT_E1B1C2E2B2C1	3	C2	3	D	2	1	P
1557	Device	Q_DUAL_PNP_PNP_BRT_E1B1C2E2B2C1	4	E2	4	U	2	1	P
1558	Device	Q_DUAL_PNP_PNP_BRT_E1B1C2E2B2C1	5	B2	5	R	2	1	I
1559	Device	Q_DUAL_PNP_PNP_BRT_E1B1C2E2B2C1	6	C1	6	D	1	1	P
1560	Device	Q_DUAL_PNP_PNP_C1B1B2C2E2E1	1	C1	1	D	1	1	P
1561	Device	Q_DUAL_PNP_PNP_C1B1B2C2E2E1	2	B1	2	R	1	1	I
1562	Device	Q_DUAL_PNP_PNP_C1B1B2C2E2E1	3	B2	3	R	2	1	I
1563	Device	Q_DUAL_PNP_PNP_C1B1B2C2E2E1	4	C2	4	D	2	1	P
1564	Device	Q_DUAL_PNP_PNP_C1B1B2C2E2E1	5	E2	5	U	2	1	P
1565	Device	Q_DUAL_PNP_PNP_C1B1B2C2E2E1	6	E1	6	U	1	1	P
1566	Device	Q_DUAL_PNP_PNP_C2E2C1E1B1B2	1	C2	1	D	2	1	P
1567	Device	Q_DUAL_PNP_PNP_C2E2C1E1B1B2	2	E2	2	U	2	1	P
1568	Device	Q_DUAL_PNP_PNP_C2E2C1E1B1B2	3	C1	3	D	1	1	P
1569	Device	Q_DUAL_PNP_PNP_C2E2C1E1B1B2	4	E1	4	U	1	1	P
1570	Device	Q_DUAL_PNP_PNP_C2E2C1E1B1B2	5	B1	5	R	1	1	I
1571	Device	Q_DUAL_PNP_PNP_C2E2C1E1B1B2	6	B2	6	R	2	1	I
1572	Device	Q_DUAL_PNP_PNP_E1B1C2E2B2C1	1	E1	1	U	1	1	P
1573	Device	Q_DUAL_PNP_PNP_E1B1C2E2B2C1	2	B1	2	R	1	1	I
1574	Device	Q_DUAL_PNP_PNP_E1B1C2E2B2C1	3	C2	3	D	2	1	P
1575	Device	Q_DUAL_PNP_PNP_E1B1C2E2B2C1	4	E2	4	U	2	1	P
1576	Device	Q_DUAL_PNP_PNP_E1B1C2E2B2C1	5	B2	5	R	2	1	I
1577	Device	Q_DUAL_PNP_PNP_E1B1C2E2B2C1	6	C1	6	D	1	1	P
1578	Device	Q_NIGBT_CEG	1	C	1	D	1	1	P
1579	Device	Q_NIGBT_CEG	2	E	2	U	1	1	P
1580	Device	Q_NIGBT_CEG	3	G	3	R	1	1	I
1581	Device	Q_NIGBT_CGE	1	C	1	D	1	1	P
1582	Device	Q_NIGBT_CGE	2	G	2	R	1	1	I
1583	Device	Q_NIGBT_CGE	3	E	3	U	1	1	P
1584	Device	Q_NIGBT_ECG	1	E	1	U	1	1	P
1585	Device	Q_NIGBT_ECG	2	C	2	D	1	1	P
1586	Device	Q_NIGBT_ECG	3	G	3	R	1	1	I
1587	Device	Q_NIGBT_ECGC	1	E	1	U	1	1	P
1588	Device	Q_NIGBT_ECGC	2	C	2	D	1	1	P
1589	Device	Q_NIGBT_ECGC	3	G	3	R	1	1	I
1590	Device	Q_NIGBT_ECGC	4	C	4	D	1	1	P
1591	Device	Q_NIGBT_EGC	1	E	1	U	1	1	P
1592	Device	Q_NIGBT_EGC	2	G	2	R	1	1	I
1593	Device	Q_NIGBT_EGC	3	C	3	D	1	1	P
1594	Device	Q_NIGBT_GCE	1	G	1	R	1	1	I
1595	Device	Q_NIGBT_GCE	2	C	2	D	1	1	P
1596	Device	Q_NIGBT_GCE	3	E	3	U	1	1	P
1597	Device	Q_NIGBT_GCEC	1	G	1	R	1	1	I
1598	Device	Q_NIGBT_GCEC	2	C	2	D	1	1	P
1599	Device	Q_NIGBT_GCEC	3	E	3	U	1	1	P
1600	Device	Q_NIGBT_GCEC	4	C	4	D	1	1	P
1601	Device	Q_NIGBT_GEC	1	G	1	R	1	1	I
1602	Device	Q_NIGBT_GEC	2	E	2	U	1	1	P
1603	Device	Q_NIGBT_GEC	3	C	3	D	1	1	P
1604	Device	Q_NJFET_DGS	1	D	1	D	1	1	P
1605	Device	Q_NJFET_DGS	2	G	2	R	1	1	I
1606	Device	Q_NJFET_DGS	3	S	3	U	1	1	P
1607	Device	Q_NJFET_DSG	1	D	1	D	1	1	P
1608	Device	Q_NJFET_DSG	2	S	2	U	1	1	P
1609	Device	Q_NJFET_DSG	3	G	3	R	1	1	I
1610	Device	Q_NJFET_GDS	1	G	1	R	1	1	I
1611	Device	Q_NJFET_GDS	2	D	2	D	1	1	P
1612	Device	Q_NJFET_GDS	3	S	3	U	1	1	P
1613	Device	Q_NJFET_GSD	1	G	1	R	1	1	I
1614	Device	Q_NJFET_GSD	2	S	2	U	1	1	P
1615	Device	Q_NJFET_GSD	3	D	3	D	1	1	P
1616	Device	Q_NJFET_SDG	1	S	1	U	1	1	P
1617	Device	Q_NJFET_SDG	2	D	2	D	1	1	P
1618	Device	Q_NJFET_SDG	3	G	3	R	1	1	I
1619	Device	Q_NJFET_SGD	1	S	1	U	1	1	P
1620	Device	Q_NJFET_SGD	2	G	2	R	1	1	I
1621	Device	Q_NJFET_SGD	3	D	3	D	1	1	P
1622	Device	Q_NMOS_DGS	1	D	1	D	1	1	P
1623	Device	Q_NMOS_DGS	2	G	2	R	1	1	I
1624	Device	Q_NMOS_DGS	3	S	3	U	1	1	P
1625	Device	Q_NMOS_DSG	1	D	1	D	1	1	P
1626	Device	Q_NMOS_DSG	2	S	2	U	1	1	P
1627	Device	Q_NMOS_DSG	3	G	3	R	1	1	I
1628	Device	Q_NMOS_GDS	1	G	1	R	1	1	I
1629	Device	Q_NMOS_GDS	2	D	2	D	1	1	P
1630	Device	Q_NMOS_GDS	3	S	3	U	1	1	P
1631	Device	Q_NMOS_GDSD	1	G	1	R	1	1	I
1632	Device	Q_NMOS_GDSD	2	D	2	D	1	1	P
1633	Device	Q_NMOS_GDSD	3	S	3	U	1	1	P
1634	Device	Q_NMOS_GDSD	4	D	4	D	1	1	P
1635	Device	Q_NMOS_GSD	1	G	1	R	1	1	I
1636	Device	Q_NMOS_GSD	2	S	2	U	1	1	P
1637	Device	Q_NMOS_GSD	3	D	3	D	1	1	P
1638	Device	Q_NMOS_SDG	1	S	1	U	1	1	P
1639	Device	Q_NMOS_SDG	2	D	2	D	1	1	P
1640	Device	Q_NMOS_SDG	3	G	3	R	1	1	I
1641	Device	Q_NMOS_SDGD	1	S	1	U	1	1	P
1642	Device	Q_NMOS_SDGD	2	D	2	D	1	1	P
1643	Device	Q_NMOS_SDGD	3	G	3	R	1	1	I
1644	Device	Q_NMOS_SDGD	4	D	4	D	1	1	P
1645	Device	Q_NMOS_SGD	1	S	1	U	1	1	P
1646	Device	Q_NMOS_SGD	2	G	2	R	1	1	I
1647	Device	Q_NMOS_SGD	3	D	3	D	1	1	P
1648	Device	Q_NPN_BCE	1	B	1	R	1	1	I
1649	Device	Q_NPN_BCE	2	C	2	D	1	1	P
1650	Device	Q_NPN_BCE	3	E	3	U	1	1	P
1651	Device	Q_NPN_BCEC	1	B	1	R	1	1	I
1652	Device	Q_NPN_BCEC	2	C	2	D	1	1	P
1653	Device	Q_NPN_BCEC	3	E	3	U	1	1	P
1654	Device	Q_NPN_BCEC	4	C	4	D	1	1	P
1655	Device	Q_NPN_BEC	1	B	1	R	1	1	I
1656	Device	Q_NPN_BEC	2	E	2	U	1	1	P
1657	Device	Q_NPN_BEC	3	C	3	D	1	1	P
1658	Device	Q_NPN_BEC_BRT	1	B	1	R	1	1	I
1659	Device	Q_NPN_BEC_BRT	2	E	2	U	1	1	P
1660	Device	Q_NPN_BEC_BRT	3	C	3	D	1	1	P
1661	Device	Q_NPN_CBE	1	C	1	D	1	1	P
1662	Device	Q_NPN_CBE	2	B	2	R	1	1	I
1663	Device	Q_NPN_CBE	3	E	3	U	1	1	P
1664	Device	Q_NPN_CEB	1	C	1	D	1	1	P
1665	Device	Q_NPN_CEB	2	E	2	U	1	1	P
1666	Device	Q_NPN_CEB	3	B	3	R	1	1	I
1667	Device	Q_NPN_Darlington_BCE	1	B	1	R	1	1	I
1668	Device	Q_NPN_Darlington_BCE	2	C	2	D	1	1	P
1669	Device	Q_NPN_Darlington_BCE	3	E	3	U	1	1	P
1670	Device	Q_NPN_Darlington_BCEC	1	B	1	R	1	1	I
1671	Device	Q_NPN_Darlington_BCEC	2	C	2	D	1	1	P
1672	Device	Q_NPN_Darlington_BCEC	3	E	3	U	1	1	P
1673	Device	Q_NPN_Darlington_BCEC	4	C2	4	D	1	1	I
1674	Device	Q_NPN_Darlington_BEC	1	B	1	R	1	1	I
1675	Device	Q_NPN_Darlington_BEC	2	E	2	U	1	1	P
1676	Device	Q_NPN_Darlington_BEC	3	C	3	D	1	1	P
1677	Device	Q_NPN_Darlington_CBE	1	C	1	D	1	1	P
1678	Device	Q_NPN_Darlington_CBE	2	B	2	R	1	1	I
1679	Device	Q_NPN_Darlington_CBE	3	E	3	U	1	1	P
1680	Device	Q_NPN_Darlington_CEB	1	C	1	D	1	1	P
1681	Device	Q_NPN_Darlington_CEB	2	E	2	U	1	1	P
1682	Device	Q_NPN_Darlington_CEB	3	B	3	R	1	1	I
1683	Device	Q_NPN_Darlington_EBC	1	E	1	U	1	1	P
1684	Device	Q_NPN_Darlington_EBC	2	B	2	R	1	1	P
1685	Device	Q_NPN_Darlington_EBC	3	C	3	D	1	1	P
1686	Device	Q_NPN_Darlington_ECB	1	E	1	U	1	1	P
1687	Device	Q_NPN_Darlington_ECB	2	C	2	D	1	1	P
1688	Device	Q_NPN_Darlington_ECB	3	B	3	R	1	1	P
1689	Device	Q_NPN_Darlington_ECBC	1	E	1	U	1	1	P
1690	Device	Q_NPN_Darlington_ECBC	2	C	2	D	1	1	P
1691	Device	Q_NPN_Darlington_ECBC	3	B	3	R	1	1	P
1692	Device	Q_NPN_Darlington_ECBC	4	C2	4	D	1	1	I
1693	Device	Q_NPN_EBC	1	E	1	U	1	1	P
1694	Device	Q_NPN_EBC	2	B	2	R	1	1	P
1695	Device	Q_NPN_EBC	3	C	3	D	1	1	P
1696	Device	Q_NPN_ECB	1	E	1	U	1	1	P
1697	Device	Q_NPN_ECB	2	C	2	D	1	1	P
1698	Device	Q_NPN_ECB	3	B	3	R	1	1	P
1699	Device	Q_NPN_ECBC	1	E	1	U	1	1	P
1700	Device	Q_NPN_ECBC	2	C	2	D	1	1	P
1701	Device	Q_NPN_ECBC	3	B	3	R	1	1	P
1702	Device	Q_NPN_ECBC	4	C	4	D	1	1	P
1703	Device	Q_NPN_ECB_BRT	1	E	1	U	1	1	P
1704	Device	Q_NPN_ECB_BRT	2	C	2	D	1	1	P
1705	Device	Q_NPN_ECB_BRT	3	B	3	R	1	1	I
1706	Device	Q_NUJT_BEB	1	B2	1	D	1	1	P
1707	Device	Q_NUJT_BEB	2	E	2	R	1	1	I
1708	Device	Q_NUJT_BEB	3	B1	3	U	1	1	P
1709	Device	Q_PJFET_DGS	1	D	1	D	1	1	P
1710	Device	Q_PJFET_DGS	2	G	2	R	1	1	I
1711	Device	Q_PJFET_DGS	3	S	3	U	1	1	P
1712	Device	Q_PJFET_DSG	1	D	1	D	1	1	P
1713	Device	Q_PJFET_DSG	2	S	2	U	1	1	P
1714	Device	Q_PJFET_DSG	3	G	3	R	1	1	I
1715	Device	Q_PJFET_GDS	1	G	1	R	1	1	I
1716	Device	Q_PJFET_GDS	2	D	2	D	1	1	P
1717	Device	Q_PJFET_GDS	3	S	3	U	1	1	P
1718	Device	Q_PJFET_GSD	1	G	1	R	1	1	I
1719	Device	Q_PJFET_GSD	2	S	2	U	1	1	P
1720	Device	Q_PJFET_GSD	3	D	3	D	1	1	P
1721	Device	Q_PJFET_SDG	1	S	1	U	1	1	P
1722	Device	Q_PJFET_SDG	2	D	2	D	1	1	P
1723	Device	Q_PJFET_SDG	3	G	3	R	1	1	I
1724	Device	Q_PJFET_SGD	1	S	1	U	1	1	P
1725	Device	Q_PJFET_SGD	2	G	2	R	1	1	I
1726	Device	Q_PJFET_SGD	3	D	3	D	1	1	P
1727	Device	Q_PMOS_DGS	1	D	1	D	1	1	P
1728	Device	Q_PMOS_DGS	2	G	2	R	1	1	I
1729	Device	Q_PMOS_DGS	3	S	3	U	1	1	P
1730	Device	Q_PMOS_DSG	1	D	1	D	1	1	P
1731	Device	Q_PMOS_DSG	2	S	2	U	1	1	P
1732	Device	Q_PMOS_DSG	3	G	3	R	1	1	I
1733	Device	Q_PMOS_GDS	1	G	1	R	1	1	I
1734	Device	Q_PMOS_GDS	2	D	2	D	1	1	P
1735	Device	Q_PMOS_GDS	3	S	3	U	1	1	P
1736	Device	Q_PMOS_GDSD	1	G	1	R	1	1	I
1737	Device	Q_PMOS_GDSD	2	D	2	D	1	1	P
1738	Device	Q_PMOS_GDSD	3	S	3	U	1	1	P
1739	Device	Q_PMOS_GDSD	4	D	4	D	1	1	P
1740	Device	Q_PMOS_GSD	1	G	1	R	1	1	I
1741	Device	Q_PMOS_GSD	2	S	2	U	1	1	P
1742	Device	Q_PMOS_GSD	3	D	3	D	1	1	P
1743	Device	Q_PMOS_SDG	1	S	1	U	1	1	P
1744	Device	Q_PMOS_SDG	2	D	2	D	1	1	P
1745	Device	Q_PMOS_SDG	3	G	3	R	1	1	I
1746	Device	Q_PMOS_SDGD	1	S	1	U	1	1	P
1747	Device	Q_PMOS_SDGD	2	D	2	D	1	1	P
1748	Device	Q_PMOS_SDGD	3	G	3	R	1	1	I
1749	Device	Q_PMOS_SDGD	4	D	4	D	1	1	P
1750	Device	Q_PMOS_SGD	1	S	1	U	1	1	P
1751	Device	Q_PMOS_SGD	2	G	2	R	1	1	I
1752	Device	Q_PMOS_SGD	3	D	3	D	1	1	P
1753	Device	Q_PNP_BCE	1	B	1	R	1	1	I
1754	Device	Q_PNP_BCE	2	C	2	D	1	1	P
1755	Device	Q_PNP_BCE	3	E	3	U	1	1	P
1756	Device	Q_PNP_BCEC	1	B	1	R	1	1	I
1757	Device	Q_PNP_BCEC	2	C	2	D	1	1	P
1758	Device	Q_PNP_BCEC	3	E	3	U	1	1	P
1759	Device	Q_PNP_BCEC	4	C	4	D	1	1	P
1760	Device	Q_PNP_BEC	1	B	1	R	1	1	I
1761	Device	Q_PNP_BEC	2	E	2	U	1	1	P
1762	Device	Q_PNP_BEC	3	C	3	D	1	1	P
1763	Device	Q_PNP_BEC_BRT	1	B	1	R	1	1	I
1764	Device	Q_PNP_BEC_BRT	2	E	2	U	1	1	P
1765	Device	Q_PNP_BEC_BRT	3	C	3	D	1	1	P
1766	Device	Q_PNP_CBE	1	C	1	D	1	1	P
1767	Device	Q_PNP_CBE	2	B	2	R	1	1	I
1768	Device	Q_PNP_CBE	3	E	3	U	1	1	P
1769	Device	Q_PNP_CEB	1	C	1	D	1	1	P
1770	Device	Q_PNP_CEB	2	E	2	U	1	1	P
1771	Device	Q_PNP_CEB	3	B	3	R	1	1	I
1772	Device	Q_PNP_Darlington_BCE	1	B	1	R	1	1	I
1773	Device	Q_PNP_Darlington_BCE	2	C	2	D	1	1	P
