1	AE	5
2	BAR	12
3	BT	2
4	BZ	1
5	C	12
6	CB	6
7	D	238
8	E	2
9	F	7
10	FB	2
11	FL	4
12	FLG	1
13	G	1
14	GND	1
15	H	1
16	HG	1
17	I	2
18	J	2
19	JP	4
20	L	40
21	LA	2
22	LD	5
23	LS	3
24	M	15
25	MES	8
26	MK	3
27	MR	1
28	NE	1
29	NT	5
30	PE	1
31	PWR	99
32	Q	338
33	R	12
34	RN	78
35	RV	10
36	SC	2
37	SW	2
38	T	7
39	TC	3
40	TH	10
41	U	96
42	V	1
43	X	35
44	Y	12
45	v	6
